requirement_id,requirement_name,coverage_threshold,original_constr_name,description
R004420,Customer_Requirement_4420,11,c4420,Customer requirement 4420
R004421,Customer_Requirement_4421,10,c4421,Customer requirement 4421
R004422,Customer_Requirement_4422,6,c4422,Customer requirement 4422
R004423,Customer_Requirement_4423,-5,c4423,Customer requirement 4423
R004424,Customer_Requirement_4424,11,c4424,Customer requirement 4424
R004425,Customer_Requirement_4425,8,c4425,Customer requirement 4425
R004426,Customer_Requirement_4426,6,c4426,Customer requirement 4426
R004427,Customer_Requirement_4427,6,c4427,Customer requirement 4427
R004428,Customer_Requirement_4428,17,c4428,Customer requirement 4428
R004429,Customer_Requirement_4429,10,c4429,Customer requirement 4429
R004430,Customer_Requirement_4430,8,c4430,Customer requirement 4430
R004431,Customer_Requirement_4431,16,c4431,Customer requirement 4431
R004432,Customer_Requirement_4432,19,c4432,Customer requirement 4432
R004433,Customer_Requirement_4433,13,c4433,Customer requirement 4433
R004434,Customer_Requirement_4434,9,c4434,Customer requirement 4434
R004435,Customer_Requirement_4435,16,c4435,Customer requirement 4435
R004436,Customer_Requirement_4436,14,c4436,Customer requirement 4436
R004437,Customer_Requirement_4437,10,c4437,Customer requirement 4437
R004438,Customer_Requirement_4438,1,c4438,Customer requirement 4438
R004439,Customer_Requirement_4439,18,c4439,Customer requirement 4439
R004440,Customer_Requirement_4440,8,c4440,Customer requirement 4440
R004441,Customer_Requirement_4441,6,c4441,Customer requirement 4441
R004442,Customer_Requirement_4442,13,c4442,Customer requirement 4442
R004443,Customer_Requirement_4443,11,c4443,Customer requirement 4443
R004444,Customer_Requirement_4444,18,c4444,Customer requirement 4444
R004445,Customer_Requirement_4445,9,c4445,Customer requirement 4445
R004446,Customer_Requirement_4446,5,c4446,Customer requirement 4446
R004447,Customer_Requirement_4447,-2,c4447,Customer requirement 4447
R004448,Customer_Requirement_4448,-10,c4448,Customer requirement 4448
R004449,Customer_Requirement_4449,-9,c4449,Customer requirement 4449
R004450,Customer_Requirement_4450,11,c4450,Customer requirement 4450
R004451,Customer_Requirement_4451,10,c4451,Customer requirement 4451
R004452,Customer_Requirement_4452,6,c4452,Customer requirement 4452
R004453,Customer_Requirement_4453,18,c4453,Customer requirement 4453
R004454,Customer_Requirement_4454,6,c4454,Customer requirement 4454
R004455,Customer_Requirement_4455,14,c4455,Customer requirement 4455
R004456,Customer_Requirement_4456,22,c4456,Customer requirement 4456
R004457,Customer_Requirement_4457,22,c4457,Customer requirement 4457
R004458,Customer_Requirement_4458,7,c4458,Customer requirement 4458
R004459,Customer_Requirement_4459,4,c4459,Customer requirement 4459
R004460,Customer_Requirement_4460,7,c4460,Customer requirement 4460
R004461,Customer_Requirement_4461,7,c4461,Customer requirement 4461
R004462,Customer_Requirement_4462,17,c4462,Customer requirement 4462
R004463,Customer_Requirement_4463,8,c4463,Customer requirement 4463
R004464,Customer_Requirement_4464,4,c4464,Customer requirement 4464
R004465,Customer_Requirement_4465,-2,c4465,Customer requirement 4465
R004466,Customer_Requirement_4466,17,c4466,Customer requirement 4466
R004467,Customer_Requirement_4467,20,c4467,Customer requirement 4467
R004468,Customer_Requirement_4468,-6,c4468,Customer requirement 4468
R004469,Customer_Requirement_4469,6,c4469,Customer requirement 4469
R004470,Customer_Requirement_4470,13,c4470,Customer requirement 4470
R004471,Customer_Requirement_4471,22,c4471,Customer requirement 4471
R004472,Customer_Requirement_4472,-3,c4472,Customer requirement 4472
R004473,Customer_Requirement_4473,14,c4473,Customer requirement 4473
R004474,Customer_Requirement_4474,-1,c4474,Customer requirement 4474
R004475,Customer_Requirement_4475,14,c4475,Customer requirement 4475
R004476,Customer_Requirement_4476,19,c4476,Customer requirement 4476
R004477,Customer_Requirement_4477,13,c4477,Customer requirement 4477
R004478,Customer_Requirement_4478,-7,c4478,Customer requirement 4478
R004479,Customer_Requirement_4479,7,c4479,Customer requirement 4479
R004480,Customer_Requirement_4480,5,c4480,Customer requirement 4480
R004481,Customer_Requirement_4481,5,c4481,Customer requirement 4481
R004482,Customer_Requirement_4482,-5,c4482,Customer requirement 4482
R004483,Customer_Requirement_4483,0,c4483,Customer requirement 4483
R004484,Customer_Requirement_4484,8,c4484,Customer requirement 4484
R004485,Customer_Requirement_4485,6,c4485,Customer requirement 4485
R004486,Customer_Requirement_4486,7,c4486,Customer requirement 4486
R004487,Customer_Requirement_4487,21,c4487,Customer requirement 4487
R004488,Customer_Requirement_4488,6,c4488,Customer requirement 4488
R004489,Customer_Requirement_4489,-9,c4489,Customer requirement 4489
R004490,Customer_Requirement_4490,4,c4490,Customer requirement 4490
R004491,Customer_Requirement_4491,13,c4491,Customer requirement 4491
R004492,Customer_Requirement_4492,11,c4492,Customer requirement 4492
R004493,Customer_Requirement_4493,4,c4493,Customer requirement 4493
R004494,Customer_Requirement_4494,10,c4494,Customer requirement 4494
R004495,Customer_Requirement_4495,13,c4495,Customer requirement 4495
R004496,Customer_Requirement_4496,17,c4496,Customer requirement 4496
R004497,Customer_Requirement_4497,10,c4497,Customer requirement 4497
R004498,Customer_Requirement_4498,14,c4498,Customer requirement 4498
R004499,Customer_Requirement_4499,11,c4499,Customer requirement 4499
R004500,Customer_Requirement_4500,2,c4500,Customer requirement 4500
R004501,Customer_Requirement_4501,0,c4501,Customer requirement 4501
R004502,Customer_Requirement_4502,7,c4502,Customer requirement 4502
R004503,Customer_Requirement_4503,7,c4503,Customer requirement 4503
R004504,Customer_Requirement_4504,5,c4504,Customer requirement 4504
R004505,Customer_Requirement_4505,8,c4505,Customer requirement 4505
R004506,Customer_Requirement_4506,16,c4506,Customer requirement 4506
R004507,Customer_Requirement_4507,7,c4507,Customer requirement 4507
R004508,Customer_Requirement_4508,9,c4508,Customer requirement 4508
R004509,Customer_Requirement_4509,-8,c4509,Customer requirement 4509
R004510,Customer_Requirement_4510,23,c4510,Customer requirement 4510
R004511,Customer_Requirement_4511,6,c4511,Customer requirement 4511
R004512,Customer_Requirement_4512,1,c4512,Customer requirement 4512
R004513,Customer_Requirement_4513,-6,c4513,Customer requirement 4513
R004514,Customer_Requirement_4514,13,c4514,Customer requirement 4514
R004515,Customer_Requirement_4515,5,c4515,Customer requirement 4515
R004516,Customer_Requirement_4516,14,c4516,Customer requirement 4516
R004517,Customer_Requirement_4517,11,c4517,Customer requirement 4517
R004518,Customer_Requirement_4518,3,c4518,Customer requirement 4518
R004519,Customer_Requirement_4519,14,c4519,Customer requirement 4519
R004520,Customer_Requirement_4520,24,c4520,Customer requirement 4520
R004521,Customer_Requirement_4521,-10,c4521,Customer requirement 4521
R004522,Customer_Requirement_4522,13,c4522,Customer requirement 4522
R004523,Customer_Requirement_4523,10,c4523,Customer requirement 4523
R004524,Customer_Requirement_4524,7,c4524,Customer requirement 4524
R004525,Customer_Requirement_4525,13,c4525,Customer requirement 4525
R004526,Customer_Requirement_4526,14,c4526,Customer requirement 4526
R004527,Customer_Requirement_4527,23,c4527,Customer requirement 4527
R004528,Customer_Requirement_4528,8,c4528,Customer requirement 4528
R004529,Customer_Requirement_4529,3,c4529,Customer requirement 4529
R004530,Customer_Requirement_4530,6,c4530,Customer requirement 4530
R004531,Customer_Requirement_4531,17,c4531,Customer requirement 4531
R004532,Customer_Requirement_4532,18,c4532,Customer requirement 4532
R004533,Customer_Requirement_4533,10,c4533,Customer requirement 4533
R004534,Customer_Requirement_4534,8,c4534,Customer requirement 4534
R004535,Customer_Requirement_4535,19,c4535,Customer requirement 4535
R004536,Customer_Requirement_4536,9,c4536,Customer requirement 4536
R004537,Customer_Requirement_4537,9,c4537,Customer requirement 4537
R004538,Customer_Requirement_4538,21,c4538,Customer requirement 4538
R004539,Customer_Requirement_4539,5,c4539,Customer requirement 4539
R004540,Customer_Requirement_4540,-3,c4540,Customer requirement 4540
R004541,Customer_Requirement_4541,5,c4541,Customer requirement 4541
R004542,Customer_Requirement_4542,6,c4542,Customer requirement 4542
R004543,Customer_Requirement_4543,-8,c4543,Customer requirement 4543
R004544,Customer_Requirement_4544,-6,c4544,Customer requirement 4544
R004545,Customer_Requirement_4545,6,c4545,Customer requirement 4545
R004546,Customer_Requirement_4546,12,c4546,Customer requirement 4546
R004547,Customer_Requirement_4547,6,c4547,Customer requirement 4547
R004548,Customer_Requirement_4548,-5,c4548,Customer requirement 4548
R004549,Customer_Requirement_4549,13,c4549,Customer requirement 4549
R004550,Customer_Requirement_4550,13,c4550,Customer requirement 4550
R004551,Customer_Requirement_4551,12,c4551,Customer requirement 4551
R004552,Customer_Requirement_4552,9,c4552,Customer requirement 4552
R004553,Customer_Requirement_4553,-5,c4553,Customer requirement 4553
R004554,Customer_Requirement_4554,8,c4554,Customer requirement 4554
R004555,Customer_Requirement_4555,8,c4555,Customer requirement 4555
R004556,Customer_Requirement_4556,6,c4556,Customer requirement 4556
R004557,Customer_Requirement_4557,12,c4557,Customer requirement 4557
R004558,Customer_Requirement_4558,-10,c4558,Customer requirement 4558
R004559,Customer_Requirement_4559,-6,c4559,Customer requirement 4559
R004560,Customer_Requirement_4560,9,c4560,Customer requirement 4560
R004561,Customer_Requirement_4561,14,c4561,Customer requirement 4561
R004562,Customer_Requirement_4562,-8,c4562,Customer requirement 4562
R004563,Customer_Requirement_4563,4,c4563,Customer requirement 4563
R004564,Customer_Requirement_4564,-1,c4564,Customer requirement 4564
R004565,Customer_Requirement_4565,7,c4565,Customer requirement 4565
R004566,Customer_Requirement_4566,5,c4566,Customer requirement 4566
R004567,Customer_Requirement_4567,19,c4567,Customer requirement 4567
R004568,Customer_Requirement_4568,3,c4568,Customer requirement 4568
R004569,Customer_Requirement_4569,-1,c4569,Customer requirement 4569
R004570,Customer_Requirement_4570,20,c4570,Customer requirement 4570
R004571,Customer_Requirement_4571,0,c4571,Customer requirement 4571
R004572,Customer_Requirement_4572,20,c4572,Customer requirement 4572
R004573,Customer_Requirement_4573,5,c4573,Customer requirement 4573
R004574,Customer_Requirement_4574,9,c4574,Customer requirement 4574
R004575,Customer_Requirement_4575,-9,c4575,Customer requirement 4575
R004576,Customer_Requirement_4576,-3,c4576,Customer requirement 4576
R004577,Customer_Requirement_4577,3,c4577,Customer requirement 4577
R004578,Customer_Requirement_4578,18,c4578,Customer requirement 4578
R004579,Customer_Requirement_4579,7,c4579,Customer requirement 4579
R004580,Customer_Requirement_4580,13,c4580,Customer requirement 4580
R004581,Customer_Requirement_4581,10,c4581,Customer requirement 4581
R004582,Customer_Requirement_4582,5,c4582,Customer requirement 4582
R004583,Customer_Requirement_4583,13,c4583,Customer requirement 4583
R004584,Customer_Requirement_4584,10,c4584,Customer requirement 4584
R004585,Customer_Requirement_4585,-7,c4585,Customer requirement 4585
R004586,Customer_Requirement_4586,7,c4586,Customer requirement 4586
R004587,Customer_Requirement_4587,-9,c4587,Customer requirement 4587
R004588,Customer_Requirement_4588,24,c4588,Customer requirement 4588
R004589,Customer_Requirement_4589,9,c4589,Customer requirement 4589
R004590,Customer_Requirement_4590,11,c4590,Customer requirement 4590
R004591,Customer_Requirement_4591,13,c4591,Customer requirement 4591
R004592,Customer_Requirement_4592,8,c4592,Customer requirement 4592
R004593,Customer_Requirement_4593,24,c4593,Customer requirement 4593
R004594,Customer_Requirement_4594,12,c4594,Customer requirement 4594
R004595,Customer_Requirement_4595,9,c4595,Customer requirement 4595
R004596,Customer_Requirement_4596,1,c4596,Customer requirement 4596
R004597,Customer_Requirement_4597,23,c4597,Customer requirement 4597
R004598,Customer_Requirement_4598,19,c4598,Customer requirement 4598
R004599,Customer_Requirement_4599,12,c4599,Customer requirement 4599
R004600,Customer_Requirement_4600,16,c4600,Customer requirement 4600
R004601,Customer_Requirement_4601,5,c4601,Customer requirement 4601
R004602,Customer_Requirement_4602,20,c4602,Customer requirement 4602
R004603,Customer_Requirement_4603,9,c4603,Customer requirement 4603
R004604,Customer_Requirement_4604,0,c4604,Customer requirement 4604
R004605,Customer_Requirement_4605,13,c4605,Customer requirement 4605
R004606,Customer_Requirement_4606,6,c4606,Customer requirement 4606
R004607,Customer_Requirement_4607,22,c4607,Customer requirement 4607
R004608,Customer_Requirement_4608,4,c4608,Customer requirement 4608
R004609,Customer_Requirement_4609,20,c4609,Customer requirement 4609
R004610,Customer_Requirement_4610,6,c4610,Customer requirement 4610
R004611,Customer_Requirement_4611,5,c4611,Customer requirement 4611
R004612,Customer_Requirement_4612,6,c4612,Customer requirement 4612
R004613,Customer_Requirement_4613,13,c4613,Customer requirement 4613
R004614,Customer_Requirement_4614,20,c4614,Customer requirement 4614
R004615,Customer_Requirement_4615,8,c4615,Customer requirement 4615
R004616,Customer_Requirement_4616,11,c4616,Customer requirement 4616
R004617,Customer_Requirement_4617,10,c4617,Customer requirement 4617
R004618,Customer_Requirement_4618,15,c4618,Customer requirement 4618
R004619,Customer_Requirement_4619,12,c4619,Customer requirement 4619
R004620,Customer_Requirement_4620,19,c4620,Customer requirement 4620
R004621,Customer_Requirement_4621,8,c4621,Customer requirement 4621
R004622,Customer_Requirement_4622,10,c4622,Customer requirement 4622
R004623,Customer_Requirement_4623,-3,c4623,Customer requirement 4623
R004624,Customer_Requirement_4624,21,c4624,Customer requirement 4624
R004625,Customer_Requirement_4625,7,c4625,Customer requirement 4625
R004626,Customer_Requirement_4626,20,c4626,Customer requirement 4626
R004627,Customer_Requirement_4627,4,c4627,Customer requirement 4627
R004628,Customer_Requirement_4628,7,c4628,Customer requirement 4628
R004629,Customer_Requirement_4629,9,c4629,Customer requirement 4629
R004630,Customer_Requirement_4630,9,c4630,Customer requirement 4630
R004631,Customer_Requirement_4631,8,c4631,Customer requirement 4631
R004632,Customer_Requirement_4632,12,c4632,Customer requirement 4632
R004633,Customer_Requirement_4633,13,c4633,Customer requirement 4633
R004634,Customer_Requirement_4634,20,c4634,Customer requirement 4634
R004635,Customer_Requirement_4635,10,c4635,Customer requirement 4635
R004636,Customer_Requirement_4636,10,c4636,Customer requirement 4636
R004637,Customer_Requirement_4637,10,c4637,Customer requirement 4637
R004638,Customer_Requirement_4638,14,c4638,Customer requirement 4638
R004639,Customer_Requirement_4639,7,c4639,Customer requirement 4639
R004640,Customer_Requirement_4640,4,c4640,Customer requirement 4640
R004641,Customer_Requirement_4641,17,c4641,Customer requirement 4641
